name,rssd_id,city,state,county
"PEOPLES STATE BANK, FAIRMOUNT, NORTH DAKOTA",838155,FAIRMOUNT,ND,RICHLAND
CHOICE FINANCIAL GROUP,826956,FARGO,ND,CASS
BRAVERA BANK,971959,DICKINSON,ND,STARK
BELL BANK,929352,FARGO,ND,CASS
VISIONBANK,3270046,FARGO,ND,CASS
FIRST UNITED BANK,1011955,PARK RIVER,ND,WALSH
UNISON BANK,676151,JAMESTOWN,ND,STUTSMAN
GATE CITY BANK,657271,FARGO,ND,CASS
FIRST INTERNATIONAL BANK AND TRUST,236153,WATFORD CITY,ND,MCKENZIE
AMERICAN FEDERAL BANK,637170,FARGO,ND,CASS
PEOPLES STATE BANK,238250,WESTHOPE,ND,BOTTINEAU
"BANK OF TIOGA, THE",768953,TIOGA,ND,WILLIAMS
"GOOSE RIVER BANK, THE",821157,MAYVILLE,ND,TRAILL
"ALERUS FINANCIAL, NATIONAL ASSOCIATION",933256,GRAND FORKS,ND,GRAND FORKS
MCINTOSH COUNTY BANK,720858,ASHLEY,ND,MCINTOSH
FIRST STATE BANK & TRUST,248455,WILLISTON,ND,WILLIAMS
FIRST SECURITY BANK - WEST,969059,BEULAH,ND,MERCER
AMERICAN STATE BANK & TRUST COMPANY OF WILLISTON,244251,WILLISTON,ND,WILLIAMS
TURTLE MOUNTAIN STATE BANK,3626184,BELCOURT,ND,ROLETTE
COMMERCIAL BANK OF MOTT,1008553,MOTT,ND,HETTINGER
STATE BANK OF BOTTINEAU,1014554,BOTTINEAU,ND,BOTTINEAU
WESTERN STATE BANK,233554,DEVILS LAKE,ND,RAMSEY
"DAKOTA COMMUNITY BANK & TRUST, NATIONAL ASSOCIATION",815156,HEBRON,ND,MORTON
BORDER BANK,977951,FARGO,ND,CASS
FIRST STATE BANK OF HARVEY,997557,HARVEY,ND,WELLS
UNION STATE BANK OF HAZEN,855956,HAZEN,ND,MERCER
LINCOLN STATE BANK,667551,HANKINSON,ND,RICHLAND
"UNION BANK, THE",852254,BEULAH,ND,MERCER
LIBERTY STATE BANK,883351,POWERS LAKE,ND,BURKE
FARMERS & MERCHANTS BANK OF NORTH DAKOTA,954158,TOLNA,ND,NELSON
STATE BANK & TRUST OF KENMARE,675659,KENMARE,ND,WARD
DAKOTA WESTERN BANK,827458,BOWMAN,ND,BOWMAN
STARION BANK,2009605,BISMARCK,ND,BURLEIGH
ROLETTE STATE BANK,1012457,ROLETTE,ND,ROLETTE
FIRST STATE BANK,917050,BUXTON,ND,TRAILL
FIRST WESTERN BANK AND TRUST,687951,MINOT,ND,WARD
FARMERS AND MERCHANTS STATE BANK,677756,LANGDON,ND,CAVALIER
BANKNORTH,721350,ARTHUR,ND,CASS
CORNERSTONE BANK,879457,FARGO,ND,CASS
"CITIZENS STATE BANK AT MOHALL, THE",688453,MOHALL,ND,RENVILLE
CITIZENS STATE BANK OF LANKIN,940852,LANKIN,ND,WALSH
STRASBURG STATE BANK,890957,STRASBURG,ND,EMMONS
KINDRED STATE BANK,816751,KINDRED,ND,CASS
STOCK GROWERS BANK,992851,FORMAN,ND,SARGENT
HARWOOD STATE BANK,813059,HARWOOD,ND,CASS
HEARTLAND STATE BANK,837653,EDGELEY,ND,LAMOURE
FIRST STATE BANK OF CANDO,918655,CANDO,ND,TOWNER
HORIZON FINANCIAL BANK,877350,MUNICH,ND,CAVALIER
GRANT COUNTY STATE BANK,983158,CARSON,ND,GRANT
FIRST STATE BANK OF GOLVA,931159,GOLVA,ND,GOLDEN VALLEY
KIRKWOOD BANK AND TRUST COMPANY,908450,BISMARCK,ND,BURLEIGH
FIRST NATIONAL BANK AND TRUST COMPANY OF BOTTINEAU,974558,BOTTINEAU,ND,BOTTINEAU
PEOPLES STATE BANK OF VELVA,713252,VELVA,ND,MCHENRY
BANK FORWARD,812557,FARGO,ND,CASS
DAKOTA HERITAGE BANK,860352,HUNTER,ND,CASS
STATE BANK OF LAKOTA,678258,LAKOTA,ND,NELSON
TRUCOMMUNITY BANK,808653,GARRISON,ND,MCLEAN
KODABANK,803957,DRAYTON,ND,PEMBINA
SECURITY FIRST BANK OF NORTH DAKOTA,693952,NEW SALEM,ND,MORTON
FIRST NATIONAL BANK IN ORD,850054,ORD,NE,VALLEY
BANK OF LINDSAY,111157,LINDSAY,NE,PLATTE
TOWN & COUNTRY BANK,738255,RAVENNA,NE,BUFFALO
STATE BANK OF TABLE ROCK,660253,TABLE ROCK,NE,PAWNEE
ADAMS STATE BANK,332756,ADAMS,NE,GAGE
SOUTH CENTRAL STATE BANK,74056,CAMPBELL,NE,FRANKLIN
NEBRASKA STATE BANK,70955,BRISTOW,NE,BOYD
BANK OF MEAD,175458,MEAD,NE,SAUNDERS
RIVERSTONE BANK,388557,EAGLE,NE,CASS
FIRST NEBRASKA BANK,576952,VALLEY,NE,DOUGLAS
NEBRASKA STATE BANK AND TRUST COMPANY,412153,BROKEN BOW,NE,CUSTER
FIVE POINTS BANK,554857,GRAND ISLAND,NE,HALL
YORK STATE BANK,731050,YORK,NE,YORK
FIRST STATE BANK,488756,FARNAM,NE,DAWSON
SECURITY BANK,566056,LAUREL,NE,CEDAR
CITIZENS BANK & TRUST COMPANY,925055,SAINT PAUL,NE,HOWARD
FIRST NATIONAL BANK OF JOHNSON,563457,JOHNSON,NE,NEMAHA
FARMERS AND MERCHANTS BANK,516154,MILLIGAN,NE,FILLMORE
CHARTER WEST BANK,582953,WEST POINT,NE,CUMING
CEDAR RAPIDS STATE BANK,1005851,CEDAR RAPIDS,NE,BOONE
SIOUXLAND BANK,472951,SOUTH SIOUX CITY,NE,DAKOTA
AMERICAN EXCHANGE BANK,1014451,ELMWOOD,NE,CASS
THAYER COUNTY BANK,157155,HEBRON,NE,THAYER
FIRST TRI-COUNTY BANK,570651,SWANTON,NE,SALINE
UNION BANK AND TRUST COMPANY,450856,LINCOLN,NE,LANCASTER
BANK OF PRAGUE,858452,PRAGUE,NE,SAUNDERS
BANK OF DIXON COUNTY,920359,PONCA,NE,DIXON
DUNDEE BANK,397559,OMAHA,NE,DOUGLAS
SIDNEY FEDERAL SAVINGS AND LOAN ASSOCIATION,304575,SIDNEY,NE,CHEYENNE
FIRSTBANK OF NEBRASKA,540056,WAHOO,NE,SAUNDERS
MNB BANK,575759,MCCOOK,NE,RED WILLOW
CORE BANK,976552,OMAHA,NE,DOUGLAS
FIRST CENTRAL BANK MCCOOK,2726050,MCCOOK,NE,RED WILLOW
WAHOO STATE BANK,662350,WAHOO,NE,SAUNDERS
FIRST CENTRAL BANK,134156,CAMBRIDGE,NE,FURNAS
ELKHORN VALLEY BANK & TRUST,439356,NORFOLK,NE,MADISON
BANNER CAPITAL BANK,275255,HARRISBURG,NE,BANNER
STANTON STATE BANK,382256,STANTON,NE,STANTON
COUNTRYSIDE BANK,474357,UNADILLA,NE,OTOE
AUBURN STATE BANK,979151,AUBURN,NE,NEMAHA
WESTERN NATIONAL BANK,199351,CHESTER,NE,THAYER
FIRST NATIONAL BANK OF OMAHA,527954,OMAHA,NE,DOUGLAS
PLATTE VALLEY BANK,45056,NORTH BEND,NE,DODGE
MIDWEST BANK,669555,PIERCE,NE,PIERCE
CORNHUSKER BANK,544652,LINCOLN,NE,LANCASTER
STATE NEBRASKA BANK &TRUST,581358,WAYNE,NE,WAYNE
WEST GATE BANK,207050,LINCOLN,NE,LANCASTER
CORNERSTONE BANK,403151,YORK,NE,YORK
PINNACLE BANK,913856,LINCOLN,NE,LANCASTER
BANKFIRST,117458,NORFOLK,NE,MADISON
FLATWATER BANK,493152,GOTHENBURG,NE,DAWSON
CERESCOBANK,75651,CERESCO,NE,SAUNDERS
DAYSPRING BANK,151957,GOTHENBURG,NE,DAWSON
RVR BANK,1155,FREMONT,NE,DODGE
MADISON COUNTY BANK,385471,MADISON,NE,MADISON
COMMERCIAL STATE BANK,924553,REPUBLICAN CITY,NE,HARLAN
EQUITABLE BANK,81175,GRAND ISLAND,NE,HALL
COMMERCIAL BANK,42457,NELSON,NE,NUCKOLLS
"FIRST NATIONAL BANK OF GORDON, THE",3252,GORDON,NE,SHERIDAN
GENOA COMMUNITY BANK,2750,GENOA,NE,NANCE
LEGENDS WEST BANK,13457,LEWELLEN,NE,GARDEN
BRUNSWICK STATE BANK,413758,BRUNSWICK,NE,ANTELOPE
SECURITY FIRST BANK,276850,LINCOLN,NE,LANCASTER
WESTERN NEBRASKA BANK,248352,CURTIS,NE,FRONTIER
ACCESS BANK,3614837,OMAHA,NE,DOUGLAS
BANK OF CLARKS,76153,CLARKS,NE,MERRICK
COMMERCIAL STATE BANK,479754,WAUSA,NE,KNOX
BATTLE CREEK STATE BANK,986757,BATTLE CREEK,NE,MADISON
"FIRST WESTROADS BANK, INC.",222754,OMAHA,NE,DOUGLAS
CITIZENS STATE BANK,482053,WISNER,NE,CUMING
NEBRASKA STATE BANK,911759,OSHKOSH,NE,GARDEN
CUSTER FEDERAL STATE BANK,481579,BROKEN BOW,NE,CUSTER
HERITAGE BANK,666554,WOOD RIVER,NE,HALL
FARMERS AND MERCHANTS BANK OF ASHLAND,398051,ASHLAND,NE,SAUNDERS
CATTLE BANK & TRUST,529659,SEWARD,NE,SEWARD
F&M BANK,542153,WEST POINT,NE,CUMING
ADAMS BANK & TRUST,463650,OGALLALA,NE,KEITH
CLARKSON BANK,1007958,CLARKSON,NE,COLFAX
COLUMBUS BANK AND TRUST COMPANY,241559,COLUMBUS,NE,PLATTE
"TRI-COUNTY BANK, THE",657954,STUART,NE,HOLT
PATHWAY BANK,73554,CAIRO,NE,HALL
FIRST BANK AND TRUST OF FULLERTON,266655,FULLERTON,NE,NANCE
CITY BANK & TRUST CO.,79855,LINCOLN,NE,LANCASTER
BOELUS STATE BANK,472250,BOELUS,NE,HOWARD
NEBRASKA BANK OF COMMERCE,3614846,LINCOLN,NE,LANCASTER
PREMIER BANK NATIONAL ASSOCIATION,860259,OMAHA,NE,DOUGLAS
PLATTE VALLEY BANK,2465881,SCOTTSBLUFF,NE,SCOTTS BLUFF
ENTERPRISE BANK,1836701,OMAHA,NE,DOUGLAS
CHAMBERS STATE BANK,416357,CHAMBERS,NE,HOLT
FIRSTIER BANK,536554,KIMBALL,NE,KIMBALL
BUTTE STATE BANK,1004256,BUTTE,NE,BOYD
BANK OF ORCHARD,661157,ORCHARD,NE,ANTELOPE
ADAMS COUNTY BANK,9553,KENESAW,NE,ADAMS
AMERICAN NATIONAL BANK,660655,OMAHA,NE,DOUGLAS
MINDEN EXCHANGE BANK & TRUST COMPANY,456054,MINDEN,NE,KEARNEY
EXCHANGE BANK,492650,KEARNEY,NE,BUFFALO
F&M BANK,259059,FALLS CITY,NE,RICHARDSON
BRUNING BANK,71457,BRUNING,NE,THAYER
"HERSHEY STATE BANK, THE",96553,HERSHEY,NE,LINCOLN
WEST PLAINS BANK,967952,AINSWORTH,NE,BROWN
SANDHILLS STATE BANK,987259,NORTH PLATTE,NE,LINCOLN
SECURITY NATIONAL BANK OF OMAHA,844053,OMAHA,NE,DOUGLAS
FRONTIER BANK,33857,OMAHA,NE,DOUGLAS
GREAT PLAINS STATE BANK,733559,PETERSBURG,NE,BOONE
FIRST STATE BANK NEBRASKA,499453,LINCOLN,NE,LANCASTER
"POTTER STATE BANK OF POTTER, THE",736158,POTTER,NE,CHEYENNE
BANK OF THE VALLEY,478195,BELLWOOD,NE,BUTLER
HEARTLAND BANK,88455,GENEVA,NE,FILLMORE
GENERATIONS BANK,1016558,EXETER,NE,FILLMORE
JONES BANK,469559,SEWARD,NE,SEWARD
I3 BANK,348159,BENNINGTON,NE,DOUGLAS
BANK OF HARTINGTON,7456,HARTINGTON,NE,CEDAR
SCRIBNER BANK,711753,SCRIBNER,NE,DODGE
HENDERSON STATE BANK,97055,HENDERSON,NE,YORK
FIRST BANK OF BANCROFT,983055,BANCROFT,NE,CUMING
"FARMERS AND MERCHANTS STATE BANK, BLOOMFIELD, NEBRASKA",411651,BLOOMFIELD,NE,KNOX
WAYPOINT BANK,244158,COZAD,NE,DAWSON
TECUMSEH FEDERAL BANK,389376,TECUMSEH,NE,JOHNSON
HOME FEDERAL SAVINGS AND LOAN ASSOCIATION OF GRAND ISLAND,317379,GRAND ISLAND,NE,HALL
CEDAR SECURITY BANK,550653,FORDYCE,NE,CEDAR
HOMESTEAD BANK,140157,COZAD,NE,DAWSON
FOUNDATION ONE BANK,102557,WATERLOO,NE,DOUGLAS
FIRST COMMUNITY BANK,993250,BEEMER,NE,CUMING
CORN GROWERS STATE BANK,177555,MURDOCK,NE,CASS
NEBRASKA BANK,143859,DODGE,NE,DODGE
COMMUNITY STATE BANK,1008450,COLON,NE,SAUNDERS
FIRST STATE BANK,172859,LOOMIS,NE,PHELPS
LINCOLN FEDERAL SAVINGS BANK OF NEBRASKA,529275,LINCOLN,NE,LANCASTER
NEBRASKA STATE BANK,514057,LYNCH,NE,BOYD
FARMERS AND MERCHANTS BANK,455552,MILFORD,NE,SEWARD
UNITED REPUBLIC BANK,3387140,OMAHA,NE,DOUGLAS
WASHINGTON COUNTY BANK,1000052,BLAIR,NE,WASHINGTON
FIRST BANK AND TRUST COMPANY,114859,MINDEN,NE,KEARNEY
COMMUNITY FIRST BANK,36456,MAYWOOD,NE,FRONTIER
CITIZENS STATE BANK,235558,CARLETON,NE,THAYER
ARBOR BANK,1872941,NEBRASKA CITY,NE,OTOE
STATE BANK OF SCOTIA,926650,SCOTIA,NE,GREELEY
FIRST BANK OF UTICA,391959,UTICA,NE,SEWARD
AMERICAN INTERSTATE BANK,547251,ELKHORN,NE,DOUGLAS
FIVE POINTS BANK OF HASTINGS,386450,HASTINGS,NE,ADAMS
FIRST STATE BANK,284958,HORDVILLE,NE,HAMILTON
FIRST STATE BANK,861854,RANDOLPH,NE,CEDAR
HORIZON BANK,663955,WAVERLY,NE,LANCASTER
BANK OF ELGIN,485054,ELGIN,NE,ANTELOPE
FIRST NORTHEAST BANK OF NEBRASKA,208655,LYONS,NE,BURT
NEBRASKALAND BANK,2667957,NORTH PLATTE,NE,LINCOLN
BANK OF STEINAUER,384353,STEINAUER,NE,PAWNEE
CULBERTSON BANK,1011852,CULBERTSON,NE,HITCHCOCK
FRANKLIN SAVINGS BANK,491402,FRANKLIN,NH,MERRIMACK
PROFILE BANK,672573,ROCHESTER,NH,STRAFFORD
PISCATAQUA SAVINGS BANK,591209,PORTSMOUTH,NH,ROCKINGHAM
NORTHWAY BANK,30502,BERLIN,NH,COOS
FIRST SEACOAST BANK,119872,DOVER,NH,STRAFFORD
"MILLYARD BANK, THE",5448915,NASHUA,NH,HILLSBOROUGH
MEREDITH VILLAGE SAVINGS BANK,576608,MEREDITH,NH,BELKNAP
CLAREMONT SAVINGS BANK,47500,CLAREMONT,NH,SULLIVAN
WALDEN MUTUAL BANK,5787418,CONCORD,NH,MERRIMACK
BANK OF NEW HAMPSHIRE,265407,LACONIA,NH,BELKNAP
SALEM CO-OPERATIVE BANK,670878,SALEM,NH,ROCKINGHAM
SAVINGS BANK OF WALPOLE,598002,WALPOLE,NH,CHESHIRE
MASCOMA BANK,268006,LEBANON,NH,GRAFTON
BANK OF NEW ENGLAND,113601,SALEM,NH,ROCKINGHAM
MERRIMACK COUNTY SAVINGS BANK,74403,CONCORD,NH,MERRIMACK
SUGAR RIVER BANK,92706,NEWPORT,NH,SULLIVAN
PRIMARY BANK,4845861,BEDFORD,NH,HILLSBOROUGH
WOODSVILLE GUARANTY SAVINGS BANK,477303,WOODSVILLE,NH,GRAFTON
MAGYAR BANK,548771,NEW BRUNSWICK,NJ,MIDDLESEX
PROVIDENT BANK,204004,JERSEY CITY,NJ,HUDSON
BOGOTA SAVINGS BANK,927479,TEANECK,NJ,BERGEN
GSL SAVINGS BANK,564678,GUTTENBERG,NJ,HUDSON
HAVEN SAVINGS BANK,918477,HOBOKEN,NJ,HUDSON
"SPENCER SAVINGS BANK, SAVINGS AND LOAN ASSOCIATION",845573,ELMWOOD PARK,NJ,BERGEN
"BANK OF PRINCETON, THE",3595271,PRINCETON,NJ,MERCER
BLUE FOUNDRY BANK,797775,RUTHERFORD,NJ,BERGEN
CROWN BANK,2686211,ELIZABETH,NJ,UNION
NEW MILLENNIUM BANK,2833882,FORT LEE,NJ,BERGEN
UNITED ROOSEVELT SAVINGS BANK,644776,CARTERET,NJ,MIDDLESEX
SOMERSET REGAL BANK,159971,BOUND BROOK,NJ,SOMERSET
CROSS RIVER BANK,3783313,FORT LEE,NJ,BERGEN
MANASQUAN BANK,459671,WALL TOWNSHIP,NJ,MONMOUTH
CONNECTONE BANK,3317932,ENGLEWOOD CLIFFS,NJ,BERGEN
KEARNY BANK,633378,FAIRFIELD,NJ,ESSEX
CREST SAVINGS BANK,172475,WILDWOOD,NJ,CAPE MAY
COLUMBIA BANK,174572,FAIR LAWN,NJ,BERGEN
HADDON SAVINGS BANK,1008076,HADDON HEIGHTS,NJ,CAMDEN
NVE BANK,1012671,ENGLEWOOD,NJ,BERGEN
FRANKLIN BANK,574079,PILESGROVE,NJ,SALEM
STURDY SAVINGS BANK,391977,STONE HARBOR,NJ,CAPE MAY
FIRST COMMERCE BANK,3404373,LAKEWOOD,NJ,OCEAN
"FIRST HOPE BANK, A NATIONAL BANKING ASSOCIATION",434203,HOPE,NJ,WARREN
PEAPACK-GLADSTONE BANK,236706,BEDMINSTER,NJ,SOMERSET
CENLAR FSB,934271,EWING,NJ,MERCER
"HANA BANK USA, NATIONAL ASSOCIATION",609609,FORT LEE,NJ,BERGEN
FIRST NATIONAL BANK OF ABSECON,188917,ABSECON,NJ,ATLANTIC
FIRST BANK,3401970,HAMILTON,NJ,MERCER
VALLEY NATIONAL BANK,229801,PASSAIC,NJ,PASSAIC
SCHUYLER SAVINGS BANK,657178,KEARNY,NJ,HUDSON
"OCEANFIRST BANK, NATIONAL ASSOCIATION",85472,TOMS RIVER,NJ,OCEAN
NEWFIELD NATIONAL BANK,632410,NEWFIELD,NJ,GLOUCESTER
"PENNSVILLE NATIONAL BANK, THE",828110,PENNSVILLE,NJ,SALEM
BCB COMMUNITY BANK,2954059,BAYONNE,NJ,HUDSON
1ST BANK OF SEA ISLE CITY,148470,SEA ISLE CITY,NJ,CAPE MAY
CENTURY SAVINGS BANK,392778,VINELAND,NJ,CUMBERLAND
FREEHOLD BANK,588478,FREEHOLD,NJ,MONMOUTH
BESSEMER TRUST COMPANY,7009,WOODBRIDGE,NJ,MIDDLESEX
LUSITANIA SAVINGS BANK,385686,NEWARK,NJ,ESSEX
UNION COUNTY SAVINGS BANK,373601,ELIZABETH,NJ,UNION
UNITY BANK,1890525,CLINTON,NJ,HUNTERDON
PARKE BANK,2764212,SEWELL,NJ,GLOUCESTER
FREEDOM BANK,3729124,MAYWOOD,NJ,BERGEN
FIRST NATIONAL BANK OF ELMER,609010,ELMER,NJ,SALEM
MONROE SAVINGS BANK,927077,WILLIAMSTOWN,NJ,GLOUCESTER
ASCENDIA BANK,147679,GLEN ROCK,NJ,BERGEN
1ST COLONIAL COMMUNITY BANK,2920773,COLLINGSWOOD,NJ,CAMDEN
AMBOY BANK,9807,OLD BRIDGE,NJ,MIDDLESEX
SUMITOMO MITSUI TRUST BANK (U.S.A.) LIMITED,925411,HOBOKEN,NJ,HUDSON
MILLVILLE SAVINGS BANK,814476,MILLVILLE,NJ,CUMBERLAND
CITIZENS BANK OF LAS CRUCES,1016857,LAS CRUCES,NM,DONA ANA
FOUR CORNERS COMMUNITY BANK,2855866,FARMINGTON,NM,SAN JUAN
"CITIZENS BANK OF CLOVIS, THE",710859,CLOVIS,NM,CURRY
SOUTHWEST CAPITAL BANK,206156,ALBUQUERQUE,NM,BERNALILLO
FIRST NATIONAL BANK,823450,ALAMOGORDO,NM,OTERO
FIRST AMERICAN BANK,771458,ARTESIA,NM,EDDY
FIRST NEW MEXICO BANK OF SILVER CITY,495558,SILVER CITY,NM,GRANT
CNB BANK,219651,CARLSBAD,NM,EDDY
PIONEER BANK,606176,ROSWELL,NM,CHAVES
VALLEY BANK OF COMMERCE,481159,ROSWELL,NM,CHAVES
CENTURY BANK,83375,SANTA FE,NM,SANTA FE
FIRST NEW MEXICO BANK,712956,DEMING,NM,LUNA
LEA COUNTY STATE BANK,1015252,HOBBS,NM,LEA
INBANK,209858,RATON,NM,COLFAX
DSRM NATIONAL BANK,2502825,ALBUQUERQUE,NM,BERNALILLO
JAMES POLK STONE COMMUNITY BANK,785857,PORTALES,NM,ROOSEVELT
"BANK OF CLOVIS, THE",2948423,CLOVIS,NM,CURRY
MAIN BANK,430054,ALBUQUERQUE,NM,BERNALILLO
BANK OF THE SOUTHWEST,499752,ROSWELL,NM,CHAVES
"FIRST NEW MEXICO BANK, LAS CRUCES",3623969,LAS CRUCES,NM,DONA ANA
CENTINEL BANK OF TAOS,800853,TAOS,NM,TAOS
TUCUMCARI FEDERAL SAVINGS & LOAN ASSOCIATION,767572,TUCUMCARI,NM,QUAY
WESTERN BANK,723653,LORDSBURG,NM,HIDALGO
"CITIZENS BANK, THE",961259,FARMINGTON,NM,SAN JUAN
"WESTERN BANK, ARTESIA, NEW MEXICO",709554,ARTESIA,NM,EDDY
WESTERN COMMERCE BANK,169756,CARLSBAD,NM,EDDY
AMERICAN HERITAGE BANK,2960555,CLOVIS,NM,CURRY
FIRST STATE BANK,497655,SOCORRO,NM,SOCORRO
COMMUNITY 1ST BANK LAS VEGAS,768458,LAS VEGAS,NM,SAN MIGUEL
"FIRST NATIONAL BANK OF ELY, THE",450669,ELY,NV,WHITE PINE
"CREDIT ONE BANK, NATIONAL ASSOCIATION",639567,LAS VEGAS,NV,CLARK
BEAL BANK USA,3284397,LAS VEGAS,NV,CLARK
GENUBANK,3720336,LAS VEGAS,NV,CLARK
GBANK,3636446,LAS VEGAS,NV,CLARK
LEXICON BANK,5412457,LAS VEGAS,NV,CLARK
"INSPIRE TRUST COMPANY, NATIONAL ASSOCIATION",5805488,RENO,NV,WASHOE
WELLS FARGO NATIONAL BANK WEST,1225761,LAS VEGAS,NV,CLARK
MEADOWS BANK,3719648,LAS VEGAS,NV,CLARK
FARM BUREAU BANK FSB,2819167,RENO,NV,WASHOE
TOYOTA FINANCIAL SAVINGS BANK,3287660,HENDERSON,NV,CLARK
TOWN & COUNTRY BANK,3067929,LAS VEGAS,NV,CLARK
EAGLEMARK SAVINGS BANK,2605566,RENO,NV,WASHOE
VALLEY BANK OF NEVADA,3370357,NORTH LAS VEGAS,NV,CLARK
"BESSEMER TRUST COMPANY OF NEVADA, NATIONAL ASSOCIATION",5805479,LAS VEGAS,NV,CLARK
FIRST SECURITY BANK OF NEVADA,3555248,LAS VEGAS,NV,CLARK
NEVADA BANK AND TRUST COMPANY,400767,CALIENTE,NV,LINCOLN
BANK OF HOLLAND,941804,HOLLAND,NY,ERIE
"COMMUNITY BANK, NATIONAL ASSOCIATION",202907,CANTON,NY,ST. LAWRENCE
"CARTHAGE SAVINGS AND LOAN, NATIONAL ASSOCIATION",900678,CARTHAGE,NY,JEFFERSON
CARVER FEDERAL SAVINGS BANK,268677,NEW YORK,NY,NEW YORK
QUONTIC BANK,3340725,ASTORIA,NY,QUEENS
RHINEBECK BANK,195111,RHINEBECK,NY,DUTCHESS
ADIRONDACK BANK,101671,UTICA,NY,ONEIDA
"UPSTATE NATIONAL BANK, THE",313009,OGDENSBURG,NY,ST. LAWRENCE
"NORTH COUNTRY SAVINGS BANK, THE",166111,CANTON,NY,ST. LAWRENCE
GENESEE REGIONAL BANK,852704,ROCHESTER,NY,MONROE
"BANK OF NEW YORK MELLON, THE",541101,NEW YORK,NY,NEW YORK
GOLDMAN SACHS BANK USA,2182786,NEW YORK,NY,NEW YORK
GENERATIONS BANK,442011,SENECA FALLS,NY,SENECA
AMALGAMATED BANK,661308,NEW YORK,NY,NEW YORK
FIRST NATIONAL BANK OF SCOTIA,472616,SCOTIA,NY,SCHENECTADY
HABIB AMERICAN BANK,245016,NEW YORK,NY,NEW YORK
EMPIRE STATE BANK,3277241,STATEN ISLAND,NY,RICHMOND
"FLAGSTAR BANK, NATIONAL ASSOCIATION",694904,HICKSVILLE,NY,NASSAU
SARATOGA NATIONAL BANK AND TRUST COMPANY,1211371,SARATOGA SPRINGS,NY,SARATOGA
GLENS FALLS NATIONAL BANK AND TRUST COMPANY,866000,GLENS FALLS,NY,WARREN
PATHFINDER BANK,729310,OSWEGO,NY,OSWEGO
MIZUHO BANK (USA),229913,NEW YORK,NY,NEW YORK
"GRASSHOPPER BANK, N.A.",5210989,NEW YORK,NY,NEW YORK
DEUTSCHE BANK TRUST COMPANY AMERICAS,214807,NEW YORK,NY,NEW YORK
PIERMONT BANK,5342974,NEW YORK,NY,NEW YORK
MASPETH FEDERAL SAVINGS AND LOAN ASSOCIATION,29878,MASPETH,NY,QUEENS
CATSKILL HUDSON BANK,2132594,MONTICELLO,NY,SULLIVAN
"MORGAN STANLEY PRIVATE BANK, NATIONAL ASSOCIATION",2489805,PURCHASE,NY,WESTCHESTER
POPULAR BANK,2736291,NEW YORK,NY,NEW YORK
PONCE BANK,897170,BRONX,NY,BRONX
SOLVAY BANK,722816,SOLVAY,NY,ONONDAGA
MANUFACTURERS AND TRADERS TRUST COMPANY,501105,BUFFALO,NY,ERIE
ORANGE BANK & TRUST COMPANY,176101,MIDDLETOWN,NY,ORANGE
METROPOLITAN COMMERCIAL BANK,2705895,NEW YORK,NY,NEW YORK
GS&L MUNICIPAL BANK,5784921,GOUVERNEUR,NY,ST. LAWRENCE
GOUVERNEUR SAVINGS AND LOAN ASSOCIATION,905673,GOUVERNEUR,NY,ST. LAWRENCE
TRUSTCO BANK,677176,GLENVILLE,NY,SCHENECTADY
ISRAEL DISCOUNT BANK OF NEW YORK,320119,NEW YORK,NY,NEW YORK
COMMUNITY FEDERAL SAVINGS BANK,3040418,WOODHAVEN,NY,QUEENS
APPLE BANK,249612,NEW YORK,NY,NEW YORK
"NATIONAL BANK OF COXSACKIE, THE",234506,COXSACKIE,NY,GREENE
NEWBANK,3472859,FLUSHING,NY,QUEENS
"NBT BANK, NATIONAL ASSOCIATION",702117,NORWICH,NY,CHENANGO
"EVANS BANK, NATIONAL ASSOCIATION",292908,ANGOLA,NY,ERIE
TOMPKINS COMMUNITY BANK,433608,ITHACA,NY,TOMPKINS
HANOVER COMMUNITY BANK,3793714,GARDEN CITY PARK,NY,NASSAU
"BROWN BROTHERS HARRIMAN TRUST COMPANY, N.A.",931207,NEW YORK,NY,NEW YORK
CHAMPLAIN NATIONAL BANK,126012,ELIZABETHTOWN,NY,ESSEX
RIDGEWOOD SAVINGS BANK,859712,RIDGEWOOD,NY,QUEENS
"FIRST NATIONAL BANK OF GROTON, THE",917500,GROTON,NY,TOMPKINS
"STATE STREET BANK AND TRUST COMPANY, NATIONAL ASSOCIATION",93619,NEW YORK,NY,NEW YORK
"PIONEER BANK, NATIONAL ASSOCIATION",237619,ALBANY,NY,ALBANY
PIONEER COMMERCIAL BANK,3303953,ALBANY,NY,ALBANY
"LYONS NATIONAL BANK, THE",323204,LYONS,NY,WAYNE
ABACUS FEDERAL SAVINGS BANK,762773,NEW YORK,NY,NEW YORK
"DEUTSCHE BANK TRUST COMPANY, NATIONAL ASSOCIATION",2325882,NEW YORK,NY,NEW YORK
AMERICAN COMMUNITY BANK,2871558,GLEN COVE,NY,NASSAU
NORTHFIELD BANK,28013,STATEN ISLAND,NY,RICHMOND
FIVE STAR BANK,601416,WARSAW,NY,WYOMING
PCSB BANK,24006,YORKTOWN HEIGHTS,NY,WESTCHESTER
UNITED ORIENT BANK,70218,NEW YORK,NY,NEW YORK
CATTARAUGUS COUNTY BANK,254504,LITTLE VALLEY,NY,CATTARAUGUS
SHINHAN BANK AMERICA,1494914,NEW YORK,NY,NEW YORK
