name,rssd_id,city,state,county
PROGROWTH BANK,751254,NICOLLET,MN,NICOLLET
FARMERS STATE BANK OF HOFFMAN,981453,HOFFMAN,MN,GRANT
COMMUNITY FIRST BANK,923855,MENAHGA,MN,WADENA
UNITED FARMERS STATE BANK,328656,ADAMS,MN,MOWER
BONANZA VALLEY STATE BANK,107758,BROOTEN,MN,STEARNS
STATE BANK OF LAKE PARK,912756,LAKE PARK,MN,BECKER
ULTIMA BANK MINNESOTA,225157,WINGER,MN,POLK
ALLIANCE BANK,166652,LAKE CITY,MN,WABASHA
HARVEST BANK,28152,KIMBALL,MN,STEARNS
FIRST BANK BLUE EARTH,147857,BLUE EARTH,MN,FARIBAULT
FIRST STATE BANK MINNESOTA,60554,LE ROY,MN,MOWER
FARMERS & MERCHANTS STATE BANK OF SPRINGFIELD,770451,SPRINGFIELD,MN,BROWN
STATE BANK OF EASTON,379050,EASTON,MN,FARIBAULT
FIRST FARMERS & MERCHANTS STATE BANK,276654,BROWNSDALE,MN,MOWER
"PROFINIUM, INC.",865450,TRUMAN,MN,MARTIN
COMMUNITY BANK MANKATO,835257,VERNON CENTER,MN,BLUE EARTH
FM BANK,20857,WASECA,MN,WASECA
WOODLAND BANK,788652,DEER RIVER,MN,ITASCA
MINNESOTA LAKES BANK,157650,DELANO,MN,WRIGHT
SAINT CLAIR STATE BANK (INCORPORATED),854753,SAINT CLAIR,MN,BLUE EARTH
"FIRST NATIONAL BANK OF FAIRFAX, THE",938354,FAIRFAX,MN,RENVILLE
RELIANCE BANK,3596250,FARIBAULT,MN,RICE
EAGLE BANK,1000959,GLENWOOD,MN,POPE
FRANKLIN STATE BANK,48150,FRANKLIN,MN,RENVILLE
PRODUCE STATE BANK,24659,HOLLANDALE,MN,FREEBORN
VALLEY PREMIER BANK,1008955,HAWLEY,MN,CLAY
"FIRST NATIONAL BANK OF COLERAINE, THE",311658,COLERAINE,MN,ITASCA
SECURITY BANK MINNESOTA,295057,ALBERT LEA,MN,FREEBORN
STATE BANK OF FAIRMONT,723158,FAIRMONT,MN,MARTIN
CITIZENS BANK OF ELDON,954251,ELDON,MO,MILLER
LEGENDS BANK,865151,LINN,MO,OSAGE
AMERICA'S COMMUNITY BANK,440857,BLUE SPRINGS,MO,JACKSON
BANK OF BROOKFIELD-PURDIN NATIONAL ASSOCIATION,236256,BROOKFIELD,MO,LINN
"BANK OF GRAIN VALLEY, THE",956554,GRAIN VALLEY,MO,JACKSON
BANK OF NEW MADRID,688556,NEW MADRID,MO,NEW MADRID
"BANK OF ORRICK, THE",1003950,ORRICK,MO,RAY
ALTON BANK,881441,ALTON,MO,OREGON
FIRST INDEPENDENT BANK,366658,AURORA,MO,LAWRENCE
LINDELL BANK & TRUST COMPANY,185859,SAINT LOUIS,MO,ST LOUIS CITY
BANK OF ODESSA,819453,ODESSA,MO,LAFAYETTE
"FIRST STATE BANK OF ST. CHARLES, MISSOURI",345756,SAINT CHARLES,MO,ST CHARLES
FIRST MIDWEST BANK OF THE OZARKS,228158,POPLAR BLUFF,MO,BUTLER
UNITED BANK OF UNION,562058,UNION,MO,FRANKLIN
MRV BANKS,3482111,SAINTE GENEVIEVE,MO,STE GENEVIEVE
PARAMOUNT BANK,3308574,HAZELWOOD,MO,ST LOUIS
MONTGOMERY BANK,613558,SIKESTON,MO,SCOTT
BANK STAR,1006559,PACIFIC,MO,FRANKLIN
LAMAR BANK AND TRUST COMPANY,767255,LAMAR,MO,BARTON
"HAMILTON BANK, THE",723550,HAMILTON,MO,CALDWELL
SULLIVAN BANK,436953,SULLIVAN,MO,FRANKLIN
SHERWOOD COMMUNITY BANK,887854,CREIGHTON,MO,CASS
REGIONAL MISSOURI BANK,579140,MARCELINE,MO,LINN
WEST PLAINS BANK AND TRUST COMPANY,317258,WEST PLAINS,MO,HOWELL
BANK OF BILLINGS,572347,BILLINGS,MO,CHRISTIAN
"HOME SAVINGS AND LOAN ASSOCIATION OF CARROLL COUNTY, F.A.",612878,NORBORNE,MO,CARROLL
FARMERS BANK OF LOHMAN,743950,JEFFERSON CITY,MO,COLE
AMERICAN BANK OF FREEDOM,568359,WELLSVILLE,MO,MONTGOMERY
"BANK OF ADVANCE, THE",879644,ADVANCE,MO,STODDARD
COMMUNITY BANK AND TRUST,957757,NEOSHO,MO,NEWTON
FOCUS BANK,498148,CHARLESTON,MO,MISSISSIPPI
MA BANK,34555,MACON,MO,MACON
COMMUNITY BANK OF PLEASANT HILL,3448425,PLEASANT HILL,MO,CASS
TPNB BANK,1007051,PARIS,MO,MONROE
COMMUNITY BANK OF MISSOURI,3005097,RICHMOND,MO,RAY
F & C BANK,14155,HOLDEN,MO,JOHNSON
PEOPLES BANK OF MONITEAU COUNTY,915056,JAMESTOWN,MO,MONITEAU
COMMUNITY BANK OF MARSHALL,706656,MARSHALL,MO,SALINE
FLAT BRANCH BANK,786256,RICHMOND,MO,RAY
SECURITY BANK OF PULASKI COUNTY,382854,SAINT ROBERT,MO,PULASKI
FIRST BANK OF THE LAKE,758851,OSAGE BEACH,MO,CAMDEN
LEAD BANK,893855,KANSAS CITY,MO,JACKSON
FIRST BANK,169653,CREVE COEUR,MO,ST LOUIS
SOUTHERN BANK,272272,POPLAR BLUFF,MO,BUTLER
PONY EXPRESS BANK,953843,BRAYMER,MO,CALDWELL
BANK OF GRANDIN,1351,GRANDIN,MO,CARTER
ENTERPRISE BANK & TRUST,1190476,CLAYTON,MO,ST LOUIS
FIRST FEDERAL BANK OF KANSAS CITY,950178,LEES SUMMIT,MO,JACKSON
"CORNERSTONE BANK, THE",312356,SOUTH WEST CITY,MO,MCDONALD
"NORTH AMERICAN SAVINGS BANK, FSB",211271,GRANDVIEW,MO,JACKSON
SOUTHWEST MISSOURI BANK,760854,CARTHAGE,MO,JASPER
"CENTRAL TRUST BANK, THE",853952,JEFFERSON CITY,MO,COLE
HAWTHORN BANK,508346,JEFFERSON CITY,MO,COLE
HOMEBANK,697156,PALMYRA,MO,MARION
COUNTRY CLUB BANK,625654,KANSAS CITY,MO,JACKSON
"CALLAWAY BANK, THE",719656,FULTON,MO,CALLAWAY
CENTRAL BANK OF KANSAS CITY,751852,KANSAS CITY,MO,JACKSON
MID-MISSOURI BANK,950141,SPRINGFIELD,MO,GREENE
STIFEL TRUST COMPANY NATIONAL ASSOCIATION,2713920,SAINT LOUIS,MO,ST LOUIS CITY
FOUR STATES BANK,5903517,CARTHAGE,MO,JASPER
NATIONAL ADVISORS TRUST COMPANY,2809373,KANSAS CITY,MO,JACKSON
WOOD & HUSTON BANK,671558,MARSHALL,MO,SALINE
BANK OF NEW CAMBRIA,879550,NEW CAMBRIA,MO,MACON
ALLIANT BANK,35057,MADISON,MO,MONROE
"NODAWAY VALLEY BANK, THE",770657,MARYVILLE,MO,NODAWAY
BANK OF FRANKLIN COUNTY,2913702,WASHINGTON,MO,FRANKLIN
FIRST MISSOURI STATE BANK,825454,POPLAR BLUFF,MO,BUTLER
"UMB BANK & TRUST, NATIONAL ASSOCIATION",2337335,KANSAS CITY,MO,JACKSON
"UMB BANK, NATIONAL ASSOCIATION",936855,KANSAS CITY,MO,JACKSON
STIFEL BANK,3076220,SAINT LOUIS,MO,ST LOUIS CITY
STIFEL BANK AND TRUST,3076248,SAINT LOUIS,MO,ST LOUIS CITY
NEIGHBORS BANK,503640,CLARENCE,MO,SHELBY
PEOPLES BANK OF WYACONDA,223452,KAHOKA,MO,CLARK
COMMUNITY BANK OF MEMPHIS,2724766,MEMPHIS,MO,SCOTLAND
F&M BANK AND TRUST COMPANY,413673,HANNIBAL,MO,MARION
LEGACY BANK & TRUST COMPANY,397755,MOUNTAIN GROVE,MO,WRIGHT
SECURITY BANK OF SOUTHWEST MISSOURI,897853,CASSVILLE,MO,BARRY
FMB BANK,509857,WRIGHT CITY,MO,WARREN
BANK 21,634544,CARROLLTON,MO,CARROLL
CENTURY BANK OF THE OZARKS,904359,GAINESVILLE,MO,OZARK
EDWARD JONES TRUST COMPANY,3529315,SAINT LOUIS,MO,ST LOUIS
1ST ADVANTAGE BANK,3317192,SAINT PETERS,MO,ST CHARLES
O'BANNON BANKING COMPANY,955940,BUFFALO,MO,DALLAS
"TIPTON LATHAM BANK, NATIONAL ASSOCIATION, THE",984856,TIPTON,MO,MONITEAU
OZARK BANK,882952,OZARK,MO,CHRISTIAN
SAINT LOUIS BANK,3354599,SAINT LOUIS,MO,ST LOUIS
BLUE RIDGE BANK AND TRUST CO.,935250,INDEPENDENCE,MO,JACKSON
COMMUNITY BANK OF RAYMORE,716851,RAYMORE,MO,CASS
ROYAL BANKS OF MISSOURI,501459,SAINT LOUIS,MO,ST LOUIS
SYSTEMATIC SAVINGS BANK,717670,SPRINGFIELD,MO,GREENE
COMMERCE BANK,601050,KANSAS CITY,MO,JACKSON
FIRST MISSOURI BANK OF SEMO,991359,KENNETT,MO,DUNKLIN
CLAY COUNTY SAVINGS BANK,125873,LIBERTY,MO,CLAY
FIRST MIDWEST BANK OF DEXTER,770853,DEXTER,MO,STODDARD
STATE BANK OF SOUTHWEST MISSOURI,293754,SPRINGFIELD,MO,GREENE
HERITAGE BANK OF THE OZARKS,3199811,LEBANON,MO,LACLEDE
OAKSTAR BANK,3374412,SPRINGFIELD,MO,GREENE
CITIZENS COMMUNITY BANK,578554,PILOT GROVE,MO,COOPER
STERLING BANK,3284490,POPLAR BLUFF,MO,BUTLER
CITIZENS BANK OF THE MIDWEST,44750,ROLLA,MO,PHELPS
CITIZENS' BANK OF CHARLESTON,376947,CHARLESTON,MO,MISSISSIPPI
"CITIZENS BANK OF EDINA, THE",699253,EDINA,MO,KNOX
PHELPS COUNTY BANK,342054,ROLLA,MO,PHELPS
FIRST STATE COMMUNITY BANK,707354,FARMINGTON,MO,ST FRANCOIS
NORTHEAST MISSOURI STATE BANK,651158,KIRKSVILLE,MO,ADAIR
BANK OF WASHINGTON,565750,WASHINGTON,MO,FRANKLIN
UNITED STATE BANK,659556,LEWISTOWN,MO,LEWIS
ST. JOHNS BANK & TRUST COMPANY,173557,SAINT LOUIS,MO,ST LOUIS
INVESTORS COMMUNITY BANK,809379,CHILLICOTHE,MO,LIVINGSTON
BANK OF WESTON,393355,WESTON,MO,PLATTE
"ACADEMY BANK, N.A.",535753,KANSAS CITY,MO,JACKSON
"BANK OF OLD MONROE, THE",880855,OLD MONROE,MO,LINCOLN
FIRST MISSOURI STATE BANK OF CAPE COUNTY,3383665,CAPE GIRARDEAU,MO,CAPE GIRARDEAU
FREEDOM BANK OF SOUTHERN MISSOURI,2835103,CASSVILLE,MO,BARRY
"CARROLL COUNTY TRUST COMPANY OF CARROLLTON, MISSOURI",490843,CARROLLTON,MO,CARROLL
HERITAGE COMMUNITY BANK,499743,UNION,MO,FRANKLIN
CITIZENS BANK,1001853,NEW HAVEN,MO,FRANKLIN
HOMEPRIDE BANK,747051,MANSFIELD,MO,WRIGHT
MIDWEST BANKCENTRE,657459,SAINT LOUIS,MO,ST LOUIS
BANK OF IBERIA,790150,IBERIA,MO,MILLER
KAHOKA STATE BANK,979357,KAHOKA,MO,CLARK
PEOPLES BANK OF ALTENBURG,941541,ALTENBURG,MO,PERRY
PEOPLES BANK & TRUST CO.,909055,TROY,MO,LINCOLN
NEW FRONTIER BANK,2917184,SAINT CHARLES,MO,ST CHARLES
LIMEBANK,365950,BOLIVAR,MO,POLK
EXCHANGE BANK OF NORTHEAST MISSOURI,2747466,KAHOKA,MO,CLARK
CASS COMMERCIAL BANK,177751,DES PERES,MO,ST LOUIS
KENNETT TRUST BANK,795959,KENNETT,MO,DUNKLIN
UNITED SECURITY BANK,630340,FULTON,MO,CALLAWAY
FCNB BANK,619859,STEELVILLE,MO,CRAWFORD
METZ BANKING COMPANY,772754,NEVADA,MO,VERNON
"BANK OF MISSOURI, THE",330855,PERRYVILLE,MO,PERRY
VERIMORE BANK,710176,BROOKFIELD,MO,LINN
BANK NORTHWEST,645157,HAMILTON,MO,CALDWELL
TOWN & COUNTRY BANK,487357,SALEM,MO,DENT
PROGRESSIVE OZARK BANK,143372,SALEM,MO,DENT
OZARKS FEDERAL SAVINGS AND LOAN ASSOCIATION,1016174,FARMINGTON,MO,ST FRANCOIS
BANK OF CROCKER,765354,WAYNESVILLE,MO,PULASKI
BELGRADE STATE BANK,761244,BELGRADE,MO,WASHINGTON
TRIAD BANK,3374382,FRONTENAC,MO,ST LOUIS
CITIZENS BANK OF ROGERSVILLE,246451,ROGERSVILLE,MO,GREENE
ADRIAN BANK,94858,ADRIAN,MO,BATES
M1 BANK,666059,CLAYTON,MO,ST LOUIS
KEARNEY TRUST COMPANY,814551,KEARNEY,MO,CLAY
"CITIZENS-FARMERS BANK OF COLE CAMP, THE",385547,COLE CAMP,MO,BENTON
EXCHANGE BANK OF MISSOURI,686459,FAYETTE,MO,HOWARD
OMB BANK,2785646,SPRINGFIELD,MO,GREENE
FIRST SECURITY BANK,322551,UNION STAR,MO,DEKALB
NEW ERA BANK,1014657,FREDERICKTOWN,MO,MADISON
FARMBANK,3458,GREEN CITY,MO,SULLIVAN
CHILLICOTHE STATE BANK,504142,CHILLICOTHE,MO,LIVINGSTON
COMMUNITY STATE BANK,367150,SHELBINA,MO,SHELBY
FARMERS AND MERCHANTS BANK OF ST. CLAIR,266851,SAINT CLAIR,MO,FRANKLIN
MIDWEST REGIONAL BANK,691958,CLAYTON,MO,ST LOUIS
STATE BANK OF MISSOURI,565844,CONCORDIA,MO,LAFAYETTE
FARMERS STATE BANK,757452,CAMERON,MO,CLINTON
GUARANTY BANK,3804535,SPRINGFIELD,MO,GREENE
FIRST COMMUNITY BANK OF THE OZARKS,2107341,BRANSON,MO,TANEY
BANK OF SALEM,426758,SALEM,MO,DENT
WEST PLAINS SAVINGS AND LOAN ASSOCIATION,966973,WEST PLAINS,MO,HOWELL
CITIZENS BANK,97457,BUTLER,MO,BATES
MONTROSE SAVINGS BANK,753052,MONTROSE,MO,HENRY
TABLE ROCK COMMUNITY BANK,3446225,KIMBERLING CITY,MO,STONE
GREAT SOUTHERN BANK,572374,REEDS SPRING,MO,STONE
PEOPLE'S BANK OF SENECA,2396592,SENECA,MO,NEWTON
PEOPLES SAVINGS BANK OF RHINELAND,242257,RHINELAND,MO,MONTGOMERY
COMMUNITY STATE BANK OF MISSOURI,825548,BOWLING GREEN,MO,PIKE
CONNECTIONS BANK,646556,PLATTE CITY,MO,PLATTE
TRI-COUNTY TRUST COMPANY,835659,GLASGOW,MO,HOWARD
BANK OF MONTICELLO,937553,MONTICELLO,MO,LEWIS
CNB ST. LOUIS BANK,870650,MAPLEWOOD,MO,ST LOUIS
PUTNAM COUNTY STATE BANK,382658,UNIONVILLE,MO,PUTNAM
COUNTY BANK,1016848,BRUNSWICK,MO,CHARITON
SENATH STATE BANK,203052,SENATH,MO,DUNKLIN
CITIZENS BANK & TRUST,964250,ROCK PORT,MO,ATCHISON
COMMERCIAL BANK,1225752,SAINT LOUIS,MO,ST LOUIS
COMMUNITY BANK OF EL DORADO SPRINGS,766052,EL DORADO SPRINGS,MO,CEDAR
"MISSOURI BANK, THE",309150,WARRENTON,MO,WARREN
PEOPLES COMMUNITY BANK,784159,GREENVILLE,MO,WAYNE
"FIRST NATIONAL BANK OF NEVADA, THE",827355,NEVADA,MO,VERNON
BTC BANK,1009242,BETHANY,MO,HARRISON
JONESBURG STATE BANK,733755,JONESBURG,MO,MONTGOMERY
PARKSIDE FINANCIAL BANK AND TRUST,3688043,CLAYTON,MO,ST LOUIS
FIRST STATE BANK OF PURDY,400057,PURDY,MO,BARRY
BRANSON BANK,2861317,BRANSON,MO,TANEY
ALLIANCE BANK,2619714,CAPE GIRARDEAU,MO,CAPE GIRARDEAU
"BANK OF HOUSTON, THE",848453,HOUSTON,MO,TEXAS
ST. CLAIR COUNTY STATE BANK,692450,OSCEOLA,MO,ST CLAIR
PEOPLES BANK,948250,CUBA,MO,CRAWFORD
PREFERRED BANK,252452,ROTHVILLE,MO,CHARITON
MIDWEST INDEPENDENT BANKERSBANK,977250,JEFFERSON CITY,MO,COLE
"FIRST STATE BANK AND TRUST COMPANY, INC.",489548,CARUTHERSVILLE,MO,PEMISCOT
UNICO BANK,975153,MINERAL POINT,MO,WASHINGTON
COMMUNITY FIRST BANKING COMPANY,2615220,WEST PLAINS,MO,HOWELL
INDEPENDENT FARMERS BANK,956152,MAYSVILLE,MO,DEKALB
MID AMERICA BANK,873259,LINN,MO,OSAGE
HNB NATIONAL BANK,908553,HANNIBAL,MO,MARION
BLOOMSDALE BANK,820842,BLOOMSDALE,MO,STE GENEVIEVE
COMMUNITY POINT BANK,527057,RUSSELLVILLE,MO,COLE
SECURITY BANK OF THE OZARKS,956358,EMINENCE,MO,SHANNON
CONCORDIA BANK,164957,CONCORDIA,MO,LAFAYETTE
COMMUNITY FIRST BANK,756848,BUTLER,MO,BATES
BANK OF VERSAILLES,625850,VERSAILLES,MO,MORGAN
"SEYMOUR BANK, THE",428855,SEYMOUR,MO,WEBSTER
FARMERS BANK OF NORTHERN MISSOURI,303952,UNIONVILLE,MO,PUTNAM
"MARIES COUNTY BANK, THE",441359,VIENNA,MO,MARIES
GOPPERT FINANCIAL BANK,815053,LATHROP,MO,CLINTON
COMMERCIAL TRUST COMPANY OF FAYETTE,709451,FAYETTE,MO,HOWARD
SILEX BANKING COMPANY,552956,SILEX,MO,LINCOLN
FARMERS AND MERCHANTS BANK,205243,BALDWYN,MS,PRENTISS
PRIORITYONE BANK,956938,MAGEE,MS,SIMPSON
"GRAND BANK FOR SAVINGS, F.S.B.",68671,HATTIESBURG,MS,LAMAR
"CITIZENS NATIONAL BANK OF MERIDIAN, THE",69333,MERIDIAN,MS,LAUDERDALE
UNITED MISSISSIPPI BANK,544335,NATCHEZ,MS,ADAMS
BANK OF ANGUILLA,31835,ANGUILLA,MS,SHARKEY
MERCHANTS & MARINE BANK,94139,PASCAGOULA,MS,JACKSON
COPIAH BANK,398837,HAZLEHURST,MS,COPIAH
MAGNOLIA STATE BANK,34434,BAY SPRINGS,MS,JASPER
AMORY FEDERAL SAVINGS AND LOAN ASSOCIATION,715975,AMORY,MS,MONROE
GUARANTY BANK AND TRUST COMPANY,84541,BELZONI,MS,HUMPHREYS
FIRST COMMERCIAL BANK,2948058,JACKSON,MS,HINDS
BANK OF FOREST,642437,FOREST,MS,SCOTT
FIRST NATIONAL BANK OF CLARKSDALE,11640,CLARKSDALE,MS,COAHOMA
CENTURY BANK,58636,LUCEDALE,MS,GEORGE
GENESIS BANK,659640,BENOIT,MS,BOLIVAR
"CITIZENS BANK OF PHILADELPHIA, THE",29636,PHILADELPHIA,MS,NESHOBA
BANK OF WINONA,800442,WINONA,MS,MONTGOMERY
TRUSTMARK NATIONAL BANK,342634,JACKSON,MS,HINDS
FIRST SECURITY BANK,718145,BATESVILLE,MS,PANOLA
BANK OF YAZOO CITY,118736,YAZOO CITY,MS,YAZOO
PEOPLES BANK,70638,MENDENHALL,MS,SIMPSON
BANK OF FRANKLIN,68831,MEADVILLE,MS,FRANKLIN
FIRST BANK,875936,MCCOMB,MS,PIKE
HANCOCK WHITNEY BANK,463735,GULFPORT,MS,HARRISON
"JEFFERSON BANK, THE",703039,GREENVILLE,MS,WASHINGTON
FNB PICAYUNE BANK,568939,PICAYUNE,MS,PEARL RIVER
FIRST SOUTHERN BANK,954671,COLUMBIA,MS,MARION
CADENCE BANK,606046,TUPELO,MS,LEE
CITIZENS BANK,514132,COLUMBIA,MS,MARION
FNB OXFORD BANK,590640,OXFORD,MS,LAFAYETTE
RENASANT BANK,749242,TUPELO,MS,LEE
FIRST STATE BANK,924236,WAYNESBORO,MS,WAYNE
"PEOPLES BANK, BILOXI, MISSISSIPPI, THE",870539,BILOXI,MS,HARRISON
BANK OF COMMERCE,99442,GREENWOOD,MS,LEFLORE
"PEOPLES BANK, THE",593249,RIPLEY,MS,TIPPAH
GREAT SOUTHERN BANK,101738,MERIDIAN,MS,LAUDERDALE
COMMUNITY BANK OF MISSISSIPPI,460033,FLOWOOD,MS,RANKIN
RICHTON BANK & TRUST COMPANY,40033,RICHTON,MS,PERRY
BANK OF BROOKHAVEN,2877831,BROOKHAVEN,MS,LINCOLN
"FIRST BANK, THE",2385514,HATTIESBURG,MS,LAMAR
BANK OF KILMICHAEL,780049,KILMICHAEL,MS,MONTGOMERY
FIRST FEDERAL SAVINGS & LOAN ASSOCIATION OF PASCAGOULA-MOSS POINT,90177,PASCAGOULA,MS,JACKSON
BANKPLUS,121642,BELZONI,MS,HUMPHREYS
BANKFIRST FINANCIAL SERVICES,914648,MACON,MS,NOXUBEE
PLANTERS BANK & TRUST COMPANY,972648,INDIANOLA,MS,SUNFLOWER
RIVERHILLS BANK,573335,VICKSBURG,MS,WARREN
UNITY BANK OF MISSISSIPPI,837840,HOLLY SPRINGS,MS,MARSHALL
CITIZENS BANK AND TRUST COMPANY,729945,MARKS,MS,QUITMAN
BANKOKOLONA,919344,OKOLONA,MS,CHICKASAW
BNA BANK,916745,NEW ALBANY,MS,UNION
COVINGTON COUNTY BANK,697035,COLLINS,MS,COVINGTON
PIKE NATIONAL BANK,880332,MCCOMB,MS,PIKE
"BANK OF HOLLY SPRINGS, THE",835743,HOLLY SPRINGS,MS,MARSHALL
BANK OF WIGGINS,179335,WIGGINS,MS,STONE
FIRST CHOICE BANK,968744,PONTOTOC,MS,PONTOTOC
"CLEVELAND STATE BANK, THE",12142,CLEVELAND,MS,BOLIVAR
"COMMERCIAL BANK, THE",700430,DE KALB,MS,KEMPER
MERCHANTS AND PLANTERS BANK,579636,RAYMOND,MS,HINDS
HOLMES COUNTY BANK,725741,LEXINGTON,MS,HOLMES
COMMERCE BANK,2746245,CORINTH,MS,ALCORN
AMERICAN BANK,630555,BOZEMAN,MT,GALLATIN
CITIZENS BANK & TRUST COMPANY,657758,BIG TIMBER,MT,SWEET GRASS
STOCKMAN BANK OF MONTANA,651859,MILES CITY,MT,CUSTER
BANK OF THE ROCKIES,475756,HELENA,MT,LEWIS AND CLARK
EAGLE BANK,3346633,POLSON,MT,LAKE
"YELLOWSTONE BANK, THE",680457,LAUREL,MT,YELLOWSTONE
FIRST INTERSTATE BANK,659855,BILLINGS,MT,YELLOWSTONE
FIRST STATE BANK OF FORSYTH,597658,FORSYTH,MT,ROSEBUD
DAVIDSON TRUST CO.,644954,GREAT FALLS,MT,CASCADE
BANK OF BOZEMAN,3308529,BOZEMAN,MT,GALLATIN
TRAILWEST BANK,615954,LOLO,MT,MISSOULA
LITTLE HORN STATE BANK,537551,HARDIN,MT,BIG HORN
FIRST CITIZENS BANK OF BUTTE,666358,BUTTE,MT,SILVER BOW
"BANK OF BRIDGER, NATIONAL ASSOCIATION",17950,BRIDGER,MT,CARBON
OPPORTUNITY BANK OF MONTANA,685676,HELENA,MT,LEWIS AND CLARK
PIONEER FEDERAL SAVINGS & LOAN ASSOCIATION,445674,DEER LODGE,MT,POWELL
GARFIELD COUNTY BANK,608358,JORDAN,MT,GARFIELD
"FIRST MONTANA BANK, INC.",613156,MISSOULA,MT,MISSOULA
MADISON VALLEY BANK,596455,ENNIS,MT,MADISON
GLACIER BANK,2634191,KALISPELL,MT,FLATHEAD
"BANK OF BAKER, THE",222558,BAKER,MT,FALLON
PEOPLES BANK OF DEER LODGE,639857,DEER LODGE,MT,POWELL
FIRST SECURITY BANK OF ROUNDUP,625056,ROUNDUP,MT,MUSSELSHELL
VALLEY BANK OF RONAN,624956,RONAN,MT,LAKE
BANK OF MONTANA,3470097,MISSOULA,MT,MISSOULA
BELT VALLEY BANK,223751,BELT,MT,CASCADE
"FIRST STATE BANK OF MALTA, THE",615253,MALTA,MT,PHILLIPS
STOCKMENS BANK,667252,CASCADE,MT,CASCADE
INDEPENDENCE BANK,606653,HAVRE,MT,HILL
VALLEY BANK OF KALISPELL,473257,KALISPELL,MT,FLATHEAD
FARMERS STATE BANK,475354,VICTOR,MT,RAVALLI
"FIRST STATE BANK OF SHELBY, THE",686758,SHELBY,MT,TOOLE
MANHATTAN BANK,614751,MANHATTAN,MT,GALLATIN
THREE RIVERS BANK OF MONTANA,610557,KALISPELL,MT,FLATHEAD
FREEDOM BANK,3314119,COLUMBIA FALLS,MT,FLATHEAD
FIRST SECURITY BANK OF DEER LODGE,670654,DEER LODGE,MT,POWELL
ASCENT BANK,647955,HELENA,MT,LEWIS AND CLARK
UWHARRIE BANK,590220,ALBEMARLE,NC,STANLY
LIVE OAK BANKING COMPANY,3650808,WILMINGTON,NC,NEW HANOVER
NANTAHALA BANK & TRUST COMPANY,3285778,FRANKLIN,NC,MACON
PROVIDENCE BANK,3404506,ROCKY MOUNT,NC,NASH
FIRST BANK,216922,SOUTHERN PINES,NC,MOORE
TRUIST BANK,852320,CHARLOTTE,NC,MECKLENBURG
FIRST-CITIZENS BANK & TRUST COMPANY,491224,RALEIGH,NC,WAKE
"BANK OF AMERICA, NATIONAL ASSOCIATION",480228,CHARLOTTE,NC,MECKLENBURG
"MORGANTON SAVINGS BANK, S.S.B.",332671,MORGANTON,NC,BURKE
"BLACK MOUNTAIN SAVINGS BANK, SSB",444677,BLACK MOUNTAIN,NC,BUNCOMBE
LUMBEE GUARANTY BANK,651121,PEMBROKE,NC,ROBESON
BANK OF OAK RIDGE,2903123,OAK RIDGE,NC,GUILFORD
FIRST FEDERAL BANK,943974,DUNN,NC,HARNETT
MECHANICS & FARMERS BANK,332224,DURHAM,NC,DURHAM
"TIAA TRUST, NATIONAL ASSOCIATION",5859511,CHARLOTTE,NC,MECKLENBURG
"BELMONT SAVINGS BANK, SSB",919773,BELMONT,NC,GASTON
LIFESTORE BANK,715872,WEST JEFFERSON,NC,ASHE
NEW REPUBLIC BANK,2754222,CHARLOTTE,NC,MECKLENBURG
DOGWOOD STATE BANK,3047659,RALEIGH,NC,WAKE
"RIVERSIDE SAVINGS BANK, SSB",247476,ROANOKE RAPIDS,NC,HALIFAX
AMERICAN BANK OF THE CAROLINAS,5230790,MONROE,NC,UNION
"TAYLORSVILLE SAVINGS BANK, SSB",258379,TAYLORSVILLE,NC,ALEXANDER
FIRST FEDERAL SAVINGS BANK OF LINCOLNTON,42372,LINCOLNTON,NC,LINCOLN
HOMETRUST BANK,212577,ASHEVILLE,NC,BUNCOMBE
"FIDELITY BANK, THE",584920,FUQUAY VARINA,NC,WAKE
FIRST SAVINGS AND LOAN ASSOCIATION,141677,MEBANE,NC,ALAMANCE
CEDAR HILL NATIONAL BANK,2651899,CHARLOTTE,NC,MECKLENBURG
FARMERS AND MERCHANTS BANK,348720,GRANITE QUARRY,NC,ROWAN
"JACKSON SAVINGS BANK, SSB",360777,SYLVA,NC,JACKSON
BLUEHARBOR BANK,3636914,MOORESVILLE,NC,IREDELL
PEOPLES BANK,220527,NEWTON,NC,CATAWBA
SOUTHERN BANK AND TRUST COMPANY,717924,MOUNT OLIVE,NC,WAYNE
TRIAD BUSINESS BANK,5398627,GREENSBORO,NC,GUILFORD
FIRST CAROLINA BANK,2963266,ROCKY MOUNT,NC,NASH
"KS BANK, INC.",416674,SMITHFIELD,NC,JOHNSTON
"ROXBORO SAVINGS BANK, SSB",472979,ROXBORO,NC,PERSON
PIEDMONT FEDERAL SAVINGS BANK,864471,WINSTON SALEM,NC,FORSYTH
NORTH STATE BANK,2915461,RALEIGH,NC,WAKE
"HERTFORD SAVINGS BANK, SSB",971379,HERTFORD,NC,PERQUIMANS
"TARBORO SAVINGS BANK, SSB",800479,TARBORO,NC,EDGECOMBE
ASPIRE BANK,668053,FARGO,ND,CASS
BANK OF HAZELTON,856458,HAZELTON,ND,EMMONS
UNITED VALLEY BANK,922559,CAVALIER,ND,PEMBINA
MERCHANTS BANK,700458,RUGBY,ND,PIERCE
